name,display_name,data_type,chart_type
"Japan, Consumer, CO survey, 40-49, Overall index, z","Japan, Consumer, CO survey, 40-49, Overall index, z",None,line
"Japan, Consumer, CO survey, 40-49, Livelihood, z","Japan, Consumer, CO survey, 40-49, Livelihood, z",None,line
"Japan, Consumer, CO survey, 40-49, Income, z","Japan, Consumer, CO survey, 40-49, Income, z",None,line
"Japan, Consumer, CO survey, 40-49, Employment, z","Japan, Consumer, CO survey, 40-49, Employment, z",None,line
"Japan, Consumer, CO survey, 40-49, Durable goods purchase intentions, z","Japan, Consumer, CO survey, 40-49, Durable goods purchase intentions, z",None,line
"Japan, Consumer, CO survey, 40-49, Asset value, z","Japan, Consumer, CO survey, 40-49, Asset value, z",None,line
"Japan, Consumer, CO survey, 50-59, Overall index, z","Japan, Consumer, CO survey, 50-59, Overall index, z",None,line
"Japan, Consumer, CO survey, 50-59, Livelihood, z","Japan, Consumer, CO survey, 50-59, Livelihood, z",None,line
"Japan, Consumer, CO survey, 50-59, Income, z","Japan, Consumer, CO survey, 50-59, Income, z",None,line
"Japan, Consumer, CO survey, 50-59, Employment, z","Japan, Consumer, CO survey, 50-59, Employment, z",None,line
"Japan, Consumer, CO survey, 50-59, Durable goods purchase intentions, z","Japan, Consumer, CO survey, 50-59, Durable goods purchase intentions, z",None,line
"Japan, Consumer, CO survey, 50-59, Asset value, z","Japan, Consumer, CO survey, 50-59, Asset value, z",None,line
"Japan, Consumer, CO survey, 60-69, Overall index, z","Japan, Consumer, CO survey, 60-69, Overall index, z",None,line
"Japan, Consumer, CO survey, 60-69, Livelihood, z","Japan, Consumer, CO survey, 60-69, Livelihood, z",None,line
"Japan, Consumer, CO survey, 60-69, Income, z","Japan, Consumer, CO survey, 60-69, Income, z",None,line
"Japan, Consumer, CO survey, 60-69, Employment, z","Japan, Consumer, CO survey, 60-69, Employment, z",None,line
"Japan, Consumer, CO survey, 60-69, Durable goods purchase intentions, z","Japan, Consumer, CO survey, 60-69, Durable goods purchase intentions, z",None,line
"Japan, Consumer, CO survey, 60-69, Asset value, z","Japan, Consumer, CO survey, 60-69, Asset value, z",None,line
"Japan, Consumer, CO survey, 70 & over, Overall index, z","Japan, Consumer, CO survey, 70 & over, Overall index, z",None,line
"Japan, Consumer, CO survey, 70 & over, Livelihood, z","Japan, Consumer, CO survey, 70 & over, Livelihood, z",None,line
"Japan, Consumer, CO survey, 70 & over, Income, z","Japan, Consumer, CO survey, 70 & over, Income, z",None,line
"Japan, Consumer, CO survey, 70 & over, Employment, z","Japan, Consumer, CO survey, 70 & over, Employment, z",None,line
"Japan, Consumer, CO survey, 70 & over, Durable goods purchase intentions, z","Japan, Consumer, CO survey, 70 & over, Durable goods purchase intentions, z",None,line
"Japan, Consumer, CO survey, 70 & over, Asset value, z","Japan, Consumer, CO survey, 70 & over, Asset value, z",None,line
"Japan, Business, S&P PMI, Manufacturing","Japan, Business, S&P PMI, Manufacturing",None,line
