name,display_name,data_type,chart_type
"Exports, Office Machines and Automatic Data-processing Machines SITC 75, Value, LCU, % MoM, SA","TW, Exports, Office Machines and Automatic Data-processing Machines SITC 75, Value, LCU, % MoM, SA",p,line
"Exports, Telecommunications equipment SITC 76, Value, LCU, % MoM, SA","TW, Exports, Telecommunications equipment SITC 76, Value, LCU, % MoM, SA",p,line
"Exports, Electrical machinery SITC 77, Value, LCU, % MoM, SA","TW, Exports, Electrical machinery SITC 77, Value, LCU, % MoM, SA",p,line
"Exports, Semiconductors HS 776, Value, LCU, % MoM, SA","TW, Exports, Semiconductors HS 776, Value, LCU, % MoM, SA",p,line
"Exports, Semiconductor manufacturing equipment HS 848620, Value, LCU, % MoM, SA","TW, Exports, Semiconductor manufacturing equipment HS 848620, Value, LCU, % MoM, SA",p,line
"Exports, Non-tech exports, total, Value, LCU, % MoM, SA","TW, Exports, Non-tech exports, total, Value, LCU, % MoM, SA",p,line
"Exports, EU, Value, LCU, % MoM, SA","TW, Exports, EU, Value, LCU, % MoM, SA",p,line
"Exports, DM excl Japan, Value, LCU, % MoM, SA","TW, Exports, DM excl Japan, Value, LCU, % MoM, SA",p,line
"Exports, China and Hong Kong, Value, LCU, % MoM, SA","TW, Exports, China and Hong Kong, Value, LCU, % MoM, SA",p,line
"Exports, North Asia, Value, LCU, % MoM, SA","TW, Exports, North Asia, Value, LCU, % MoM, SA",p,line
"Exports, US, Value, LCU, % MoM, SA","TW, Exports, US, Value, LCU, % MoM, SA",p,line
"Exports, ASEAN, Value, LCU, % MoM, SA","TW, Exports, ASEAN, Value, LCU, % MoM, SA",p,line
"Exports, EM, Value, LCU, % MoM, SA","TW, Exports, EM, Value, LCU, % MoM, SA",p,line
"Imports, All, Value, LCU, % MoM, SA","TW, Imports, All, Value, LCU, % MoM, SA",p,line
"Imports, Fuels, Value, LCU, % MoM, SA","TW, Imports, Fuels, Value, LCU, % MoM, SA",p,line
"Imports, Capital goods, incl parts, Value, LCU, % MoM, SA","TW, Imports, Capital goods, incl parts, Value, LCU, % MoM, SA",p,line
"Imports, Capital goods, Value, LCU, % MoM, SA","TW, Imports, Capital goods, Value, LCU, % MoM, SA",p,line
"Imports, Capital goods, parts, Value, LCU, % MoM, SA","TW, Imports, Capital goods, parts, Value, LCU, % MoM, SA",p,line
"Imports, Semi mfg equipment, Value, LCU, % MoM, SA","TW, Imports, Semi mfg equipment, Value, LCU, % MoM, SA",p,line
"Exports, All, SA, USD, % MoM, 3mma, Value","TW, Exports, All, SA, USD, % MoM, 3mma, Value",b,line
"Exports, Tech, total, SA, USD, % MoM, 3mma, Value","TW, Exports, Tech, total, SA, USD, % MoM, 3mma, Value",b,line
"Exports, Office Machines and Automatic Data-processing Machines SITC 75, SA, USD, % MoM, 3mma, Value","TW, Exports, Office Machines and Automatic Data-processing Machines SITC 75, SA, USD, % MoM, 3mma, Value",b,line
"Exports, Telecommunications equipment SITC 76, SA, USD, % MoM, 3mma, Value","TW, Exports, Telecommunications equipment SITC 76, SA, USD, % MoM, 3mma, Value",b,line
"Exports, Electrical machinery SITC 77, SA, USD, % MoM, 3mma, Value","TW, Exports, Electrical machinery SITC 77, SA, USD, % MoM, 3mma, Value",b,line
"Exports, Semiconductors HS 776, SA, USD, % MoM, 3mma, Value","TW, Exports, Semiconductors HS 776, SA, USD, % MoM, 3mma, Value",b,line
"Exports, Semiconductor manufacturing equipment HS 848620, SA, USD, % MoM, 3mma, Value","TW, Exports, Semiconductor manufacturing equipment HS 848620, SA, USD, % MoM, 3mma, Value",b,line
"Exports, Non-tech exports, total, SA, USD, % MoM, 3mma, Value","TW, Exports, Non-tech exports, total, SA, USD, % MoM, 3mma, Value",b,line
"Exports, EU, SA, USD, % MoM, 3mma, Value","TW, Exports, EU, SA, USD, % MoM, 3mma, Value",b,line
"Exports, DM excl Japan, SA, USD, % MoM, 3mma, Value","TW, Exports, DM excl Japan, SA, USD, % MoM, 3mma, Value",b,line
"Exports, China and Hong Kong, SA, USD, % MoM, 3mma, Value","TW, Exports, China and Hong Kong, SA, USD, % MoM, 3mma, Value",b,line
"Exports, North Asia, SA, USD, % MoM, 3mma, Value","TW, Exports, North Asia, SA, USD, % MoM, 3mma, Value",b,line
"Exports, US, SA, USD, % MoM, 3mma, Value","TW, Exports, US, SA, USD, % MoM, 3mma, Value",b,line
"Exports, ASEAN, SA, USD, % MoM, 3mma, Value","TW, Exports, ASEAN, SA, USD, % MoM, 3mma, Value",b,line
"Exports, EM, SA, USD, % MoM, 3mma, Value","TW, Exports, EM, SA, USD, % MoM, 3mma, Value",b,line
"Imports, All, SA, USD, % MoM, 3mma, Value","TW, Imports, All, SA, USD, % MoM, 3mma, Value",b,line
"Imports, Fuels, SA, USD, % MoM, 3mma, Value","TW, Imports, Fuels, SA, USD, % MoM, 3mma, Value",b,line
"Imports, Capital goods, incl parts, SA, USD, % MoM, 3mma, Value","TW, Imports, Capital goods, incl parts, SA, USD, % MoM, 3mma, Value",b,line
"Imports, Capital goods, SA, USD, % MoM, 3mma, Value","TW, Imports, Capital goods, SA, USD, % MoM, 3mma, Value",b,line
"Imports, Capital goods, parts, SA, USD, % MoM, 3mma, Value","TW, Imports, Capital goods, parts, SA, USD, % MoM, 3mma, Value",b,line
"Imports, Semi mfg equipment, SA, USD, % MoM, 3mma, Value","TW, Imports, Semi mfg equipment, SA, USD, % MoM, 3mma, Value",b,line
"Exports, All, SA, LCU, % MoM, 3mma, Value","TW, Exports, All, SA, LCU, % MoM, 3mma, Value",p,line
